TQ,DPQ,C,OU,DI,DFT,DFO,RD
0,0,4,0,15,21,12,3
3,1,4,1,32,4,29,31
4,2,1,1,19,8,26,0
1,3,1,3,38,2,8,22
1,4,4,0,30,10,64,0
0,1,0,1,75,7,22,1
2,0,0,0,26,14,24,12
3,0,2,2,23,20,17,0
0,3,2,0,9,31,26,0
4,2,4,3,36,20,24,1
3,2,0,2,5,18,7,17
0,4,0,4,55,2,2,10
0,2,3,0,3,33,15,37
3,3,4,3,17,13,28,4
3,1,2,4,42,12,4,8
0,2,2,3,61,6,1,1
4,2,0,3,61,27,0,4
1,0,0,0,11,15,20,0
2,3,3,0,25,4,16,0
1,0,3,3,6,8,16,7
3,4,3,3,34,12,7,11
4,0,1,4,32,3,11,16
3,2,2,2,57,10,23,8
2,2,2,1,16,0,4,14
0,2,1,1,20,19,17,18
2,1,1,4,56,1,12,1
2,2,0,4,2,17,8,4
2,4,4,2,53,4,0,28
4,2,4,1,52,24,0,1
1,4,0,3,44,21,1,12
0,4,4,0,12,20,4,9
3,2,0,3,9,12,1,11
0,0,4,4,8,5,17,3
1,0,4,3,15,29,15,11
0,0,1,2,33,45,30,7
2,4,0,4,33,0,2,5
1,2,4,4,70,4,2,9
3,4,4,1,23,25,34,5
2,4,1,2,12,22,10,0
3,3,0,0,22,15,12,8
2,2,4,0,14,1,13,4
3,4,2,4,38,30,6,4
0,1,2,4,32,0,5,1
4,2,1,1,42,20,36,4
1,1,3,1,38,0,17,7
4,3,0,2,9,0,22,9
1,1,4,0,45,4,25,9
4,4,3,4,75,40,1,4
3,1,0,0,9,0,9,5
1,2,0,3,43,5,6,7
3,4,0,2,5,0,38,29
3,3,4,4,6,0,3,16
4,3,3,1,17,7,16,6
3,0,3,2,27,8,37,3
3,4,0,1,48,1,44,1
2,3,4,1,7,10,8,6
2,3,0,4,21,18,21,36
1,3,0,4,47,2,2,9
3,2,2,3,34,16,4,8
4,4,4,3,21,15,33,1
4,1,3,4,55,5,10,9
1,4,1,2,27,14,22,36
3,2,1,3,80,4,17,3
4,4,0,2,12,51,30,5
0,4,4,2,8,11,3,2
2,4,2,1,15,36,2,3
0,2,1,3,22,4,12,13
1,4,4,0,22,11,0,0
4,0,4,0,32,25,1,12
0,4,4,2,14,23,5,0
4,0,2,3,53,0,35,1
2,3,2,4,10,0,20,9
4,4,0,3,35,21,13,19
4,3,3,3,16,3,11,12
1,2,2,3,52,26,15,4
2,0,3,0,75,43,12,2
3,1,4,3,49,35,39,1
1,1,0,2,45,4,1,14
1,3,1,0,62,10,5,14
3,3,1,1,30,0,10,17
0,2,4,3,0,2,36,17
4,2,3,2,3,3,40,2
3,4,0,2,18,6,5,10
0,4,4,3,14,15,5,1
2,0,0,0,24,9,36,11
4,0,4,3,12,2,9,0
4,2,3,4,28,16,1,7
4,2,3,1,15,15,7,2
3,2,0,4,48,2,4,1
2,0,0,1,9,11,31,11
1,4,0,0,39,53,19,18
0,0,3,0,16,25,17,3
4,2,3,0,65,24,27,0
2,1,2,2,2,32,7,14
3,2,0,2,34,15,23,6
3,2,1,1,39,3,31,25
2,3,2,2,36,13,3,22
4,1,3,1,16,12,19,3
1,3,3,2,2,9,6,9
3,1,3,1,11,14,4,9
1,0,2,3,35,19,11,4
4,2,0,1,36,4,2,7
2,4,0,1,9,12,17,1
2,0,3,4,22,16,7,4
0,3,1,2,15,24,3,10
2,2,2,4,30,3,22,17
2,1,2,3,9,9,19,17
0,4,1,4,14,18,2,20
0,2,1,2,65,2,9,2
3,2,4,3,17,25,13,8
4,3,3,3,67,31,27,0
4,4,2,1,79,6,52,19
0,3,4,2,15,8,3,4
1,1,0,1,76,2,22,0
0,2,4,2,4,16,7,10
1,3,4,4,3,2,17,11
0,3,3,0,12,0,8,19
2,0,3,0,20,51,20,3
3,4,4,3,2,4,5,1
0,2,3,1,32,26,13,5
3,1,3,1,26,44,10,0
1,2,0,1,73,22,0,0
3,2,4,1,35,3,12,7
4,3,4,0,75,22,15,5
1,2,0,4,8,11,14,8
1,0,2,0,27,3,1,3
4,1,4,4,32,0,2,22
0,1,2,3,19,14,8,1
4,4,3,2,30,25,14,11
3,2,3,3,6,26,17,19
3,4,1,2,71,10,7,7
3,1,3,4,9,0,37,22
3,0,3,2,33,32,16,1
4,2,3,3,35,11,20,1
2,0,4,2,13,32,39,14
0,4,3,1,106,0,5,3
0,4,1,3,27,6,40,10
0,4,2,4,5,8,12,4
2,4,3,1,42,24,2,18
0,4,0,3,31,7,27,5
1,4,2,1,28,21,5,3
1,1,1,1,22,38,29,15
4,1,0,1,20,5,6,2
3,1,0,4,45,7,27,12
3,0,1,3,7,17,19,17
3,0,3,1,63,6,9,1
3,4,2,1,42,8,14,22
1,4,1,4,29,14,0,10
1,3,3,3,6,35,8,5
1,4,2,1,33,0,9,12
3,1,3,1,28,2,0,7
4,2,2,3,23,6,17,14
2,1,4,0,28,4,21,3
3,0,1,4,24,28,17,26
2,1,1,0,18,10,19,14
1,1,1,2,12,29,5,0
1,0,3,3,70,16,8,1
0,0,3,1,41,3,27,21
0,1,3,1,53,2,3,4
4,3,3,0,73,17,2,6
4,3,3,4,18,18,27,6
3,2,0,4,18,24,4,13
3,0,0,1,68,9,21,4
0,0,1,0,3,8,1,13
1,3,3,0,40,11,0,11
0,3,1,2,8,7,21,5
3,3,2,1,40,19,6,3
3,1,0,2,4,5,7,16
1,2,1,0,18,1,0,0
2,0,2,1,47,10,41,3
3,2,0,3,50,39,2,13
2,0,3,4,63,15,0,36
2,3,0,4,52,5,10,8
2,1,3,1,49,5,0,0
0,3,3,1,8,36,26,3
2,1,1,3,17,10,2,9
2,1,3,1,25,4,19,65
1,4,0,1,4,6,10,5
2,3,4,0,38,14,6,0
0,2,1,4,8,3,7,29
0,0,3,0,71,0,17,2
0,1,1,4,25,71,22,23
2,4,3,1,34,0,11,17
0,4,3,1,5,2,21,7
2,0,2,0,40,4,22,24
0,3,1,4,41,9,8,2
2,0,0,4,7,0,27,15
1,0,3,4,12,1,0,2
0,3,0,1,14,8,3,6
4,0,2,2,22,7,8,5
2,0,1,0,3,28,3,2
4,0,2,2,55,22,3,8
2,4,3,4,25,14,8,1
0,4,3,2,12,24,25,15
4,2,1,2,96,21,4,5
4,4,3,2,12,15,19,3
0,4,1,3,51,15,34,17
0,4,0,0,84,30,2,2
2,1,3,4,39,6,1,5
3,3,0,0,46,2,10,8
2,0,2,3,5,7,13,1
2,0,1,2,42,9,11,3
0,0,1,3,12,14,2,27
3,3,3,0,4,15,23,0
1,0,0,3,20,6,29,3
2,1,2,3,6,28,40,1
2,3,0,2,38,18,3,1
3,4,2,4,45,3,4,3
3,0,0,0,32,8,4,6
3,4,1,1,0,41,12,10
1,0,0,3,3,10,4,1
4,3,3,1,22,6,30,9
0,4,3,1,11,4,8,6
1,4,3,0,52,28,12,13
2,4,4,4,67,5,26,2
1,2,4,1,39,1,6,16
2,3,1,2,2,32,3,22
3,4,2,2,18,8,1,2
0,0,2,3,40,23,7,4
4,2,0,1,15,6,8,9
1,1,2,3,31,8,0,1
2,4,2,1,32,2,4,12
3,2,4,1,32,9,25,10
4,2,4,4,11,17,33,1
2,4,1,0,30,17,3,23
3,0,0,3,82,2,6,17
2,0,1,1,63,2,14,13
1,2,2,1,38,3,6,12
1,0,1,1,34,18,30,2
2,3,1,3,37,0,8,6
0,1,0,2,17,1,12,5
0,1,1,4,64,10,0,20
0,1,1,2,46,2,7,5
1,3,4,0,57,36,19,8
2,3,2,3,5,34,24,0
3,0,3,1,1,10,15,9
1,3,0,3,67,16,3,3
4,2,3,3,52,4,3,11
0,0,3,0,0,2,6,14
2,0,2,0,34,23,4,0
0,2,2,1,22,22,1,0
1,1,0,2,42,26,25,13
0,3,4,4,17,6,11,25
2,0,4,1,36,9,22,13
1,0,2,1,7,7,1,17
0,2,2,4,21,0,4,2
4,0,3,4,41,1,12,1
4,3,1,0,8,21,9,12
2,1,1,4,37,18,9,11
3,0,3,1,41,6,4,0
2,4,1,1,9,2,10,6
3,0,4,2,19,8,5,6
3,0,1,2,20,23,2,2
0,2,3,1,33,18,4,5
0,4,1,0,24,21,1,2
1,0,4,2,6,0,35,3
3,4,2,1,25,18,6,9
4,1,2,4,23,2,7,0
1,1,2,3,52,24,10,7
2,4,4,4,43,28,26,0
2,2,2,2,18,13,9,24
0,1,3,0,7,23,5,17
0,2,1,3,1,4,2,6
3,4,0,2,3,22,2,24
0,3,3,2,46,1,19,2
2,2,3,2,12,4,10,6
1,2,0,3,73,3,7,36
4,0,2,2,7,1,2,3
3,2,0,0,18,18,31,13
2,1,4,1,24,17,7,1
0,0,4,1,53,16,8,3
1,0,2,0,10,21,7,5
4,0,2,0,44,14,5,33
3,3,1,3,25,1,13,19
0,0,4,4,12,9,24,10
0,2,4,0,44,2,13,5
0,3,0,2,31,8,17,3
1,3,1,2,4,5,2,9
4,2,1,4,6,23,4,1
0,4,1,4,23,16,5,0
1,1,3,3,33,10,22,1
0,0,2,0,38,0,8,6
3,0,4,0,5,0,11,1
4,2,0,4,48,9,4,3
1,1,0,2,21,11,6,6
3,3,4,4,16,2,37,9
4,2,4,1,101,47,7,2
4,3,3,1,31,17,4,9
1,4,3,4,41,19,1,2
2,3,1,4,29,2,5,2
2,4,4,4,65,15,4,3
4,4,1,2,34,28,1,0
3,0,4,4,13,15,7,8
0,3,2,0,55,16,20,21
0,0,1,0,45,8,10,13
2,3,3,3,53,4,22,3
0,3,2,2,72,39,5,2
1,0,1,4,22,31,10,15
2,1,2,2,17,22,37,3
3,2,1,2,24,36,3,11
1,2,2,2,7,28,15,11
2,1,4,1,101,14,37,19
2,1,1,4,25,0,3,13
3,3,0,1,3,10,4,4
1,4,2,2,8,2,5,6
4,4,4,3,40,4,2,10
4,2,3,0,19,22,20,4
2,3,2,0,21,41,0,4
0,1,1,4,47,9,19,9
1,3,4,2,42,10,1,0
2,2,4,2,18,17,55,1
4,3,3,2,40,2,6,2
0,4,3,3,27,1,4,0
2,4,0,3,21,5,8,10
1,2,3,1,41,6,3,0
3,3,3,1,19,18,18,12
4,2,0,4,6,5,12,1
1,3,3,2,27,46,27,2
4,2,4,4,20,24,1,14
3,1,4,2,14,3,4,1
1,0,4,4,45,1,26,0
1,1,2,2,31,6,17,18
0,4,0,3,2,2,9,0
0,1,1,3,24,15,29,5
4,2,2,4,5,0,24,11
0,2,1,0,68,4,28,3
2,4,1,4,31,13,11,15
1,4,0,3,29,5,10,11
1,3,0,1,16,1,0,0
1,3,2,4,18,3,52,15
3,2,2,2,5,1,9,1
4,3,2,4,42,5,12,0
4,3,0,4,71,0,13,0
4,0,4,3,1,7,9,4
0,2,0,0,34,42,14,10
0,4,2,4,54,9,18,20
3,3,2,0,18,7,37,3
3,2,0,4,30,6,51,0
1,1,2,1,68,6,13,2
4,0,4,2,38,7,36,1
4,3,1,4,14,6,4,12
1,4,4,0,19,11,15,30
3,0,0,1,29,19,16,3
1,1,4,4,12,2,1,0
3,3,4,4,34,1,23,8
3,1,4,3,3,9,6,23
2,3,4,4,55,27,7,4
0,0,3,0,43,19,18,18
0,3,2,4,21,2,6,1
2,3,2,2,53,4,4,0
3,4,4,1,12,32,72,2
1,2,1,3,48,11,3,0
2,3,4,3,46,5,23,2
2,4,3,0,37,37,4,18
1,3,0,4,17,6,2,7
2,0,3,1,68,5,1,16
3,4,1,1,10,6,0,7
3,3,4,1,59,1,10,1
0,2,2,0,30,13,8,6
3,1,0,2,25,11,17,7
4,4,3,3,8,18,4,15
2,4,1,4,30,5,2,3
1,2,0,2,3,6,21,6
4,1,3,1,22,44,26,8
4,4,2,4,56,25,11,7
0,3,0,0,45,1,32,20
1,1,4,4,22,8,23,4
1,3,4,2,57,23,3,4
2,2,4,2,40,40,8,7
3,3,0,1,9,22,4,11
2,3,4,3,23,18,6,3
4,2,4,2,31,1,2,8
4,4,0,2,2,7,6,3
1,3,0,3,78,18,25,11
0,0,4,1,17,29,1,4
4,0,4,2,38,3,9,3
1,1,2,4,54,31,5,9
1,1,2,2,9,18,30,2
3,4,4,0,77,8,10,2
0,1,1,0,18,2,28,9
2,4,2,1,15,6,38,0
0,2,2,2,17,11,0,11
2,1,2,0,17,14,17,3
0,1,2,4,21,19,36,0
0,0,0,3,12,10,1,18
0,2,0,2,5,1,7,3
2,3,3,4,17,4,0,2
3,3,3,2,37,15,8,11
3,3,4,1,9,3,14,2
4,1,3,1,4,12,2,7
4,1,3,0,34,11,40,4
2,0,4,2,79,14,0,5
2,3,2,0,4,3,11,12
3,0,3,0,3,3,5,10
3,4,2,3,41,6,41,4
1,0,4,4,76,3,3,5
2,1,4,4,28,3,32,10
1,4,0,3,81,1,2,17
0,1,4,3,19,36,18,6
3,4,4,1,34,9,36,0
2,0,1,0,2,1,17,2
3,1,0,4,36,5,10,16
4,2,2,3,29,7,20,6
4,2,2,3,18,6,1,0
0,2,1,0,24,18,2,5
1,0,4,1,2,29,10,23
1,2,2,0,22,9,53,0
3,2,1,3,26,6,5,14
3,3,3,2,37,13,23,6
1,0,3,2,1,2,11,18
3,0,4,4,5,7,13,20
3,4,1,4,33,13,7,4
0,3,4,4,21,10,7,18
3,4,0,1,6,0,25,15
0,1,2,1,59,7,0,14
2,4,3,4,16,6,6,23
1,4,1,3,24,1,1,4
4,3,1,0,16,4,34,26
2,0,3,0,30,22,4,2
4,3,2,3,18,7,17,18
0,0,1,1,17,3,9,1
0,4,4,1,13,20,25,9
1,4,2,4,6,18,16,5
4,3,1,3,10,3,10,11
3,1,0,2,44,6,2,1
1,4,3,3,65,8,10,2
1,0,2,1,41,45,15,8
0,3,2,0,32,13,14,4
2,4,4,1,15,13,11,4
2,0,2,3,36,0,2,38
4,0,3,3,40,12,2,2
1,3,1,2,11,3,6,15
3,1,2,3,3,22,1,30
0,0,3,2,10,3,35,6
0,2,3,3,75,36,23,3
1,4,0,4,38,2,13,4
4,0,3,4,7,34,8,12
1,1,0,2,1,14,11,7
3,1,0,2,45,20,0,9
3,0,4,3,3,6,14,11
3,0,1,2,6,2,13,24
3,1,2,1,22,1,32,4
2,2,0,3,17,25,48,3
4,4,2,4,13,12,17,3
4,0,1,2,10,12,6,2
4,4,3,4,31,1,11,7
4,0,0,0,13,39,3,2
4,3,3,1,16,6,5,4
1,3,2,1,33,36,6,5
4,0,4,1,11,27,7,1
1,2,0,2,19,23,31,5
1,1,2,0,3,30,5,6
0,2,1,3,16,1,2,26
2,1,3,1,24,2,7,25
0,3,0,4,27,2,1,3
1,0,2,3,39,15,1,7
3,3,1,3,22,33,4,4
4,3,4,2,38,17,1,11
4,1,0,1,12,17,22,1
0,0,1,1,55,16,23,31
1,3,1,4,23,7,18,22
4,1,2,2,43,9,11,5
1,0,3,4,31,24,0,6
3,2,4,0,2,3,8,2
2,0,2,4,14,6,2,13
2,0,1,3,46,23,0,0
3,2,2,0,29,30,10,3
0,2,1,1,36,0,1,4
4,2,3,2,9,13,29,17
3,3,1,2,43,21,3,1
0,4,1,1,39,2,63,11
4,2,0,2,24,50,1,6
4,0,3,3,65,5,6,9
3,2,2,2,59,23,30,12
1,1,0,3,6,9,18,10
4,4,3,3,31,20,13,4
0,0,2,4,31,13,8,16
3,3,3,1,46,1,3,4
2,4,2,4,18,0,22,0
3,1,0,3,42,6,13,13
3,0,2,1,61,15,0,15
2,0,3,0,62,12,1,0
2,2,4,3,43,8,11,0
4,1,3,0,8,30,15,0
0,2,1,2,8,3,21,5
1,0,0,4,54,22,9,7
4,4,2,2,43,8,4,5
1,1,0,1,25,8,11,7
3,3,0,1,11,5,19,12
3,1,2,2,71,3,17,1
3,4,2,0,17,20,2,2
0,0,3,3,61,3,11,10
4,3,4,1,40,3,11,7
2,0,2,4,56,3,19,16
0,1,1,2,24,13,2,10
0,3,3,1,21,35,5,15
0,2,2,2,13,9,4,1
3,1,2,0,6,4,8,25
4,2,1,4,16,6,6,1
3,3,2,4,35,8,22,3
3,2,3,1,29,17,12,22
2,2,2,3,6,21,7,2
0,2,0,4,41,55,6,11
1,0,2,1,10,9,6,8
4,4,3,3,24,6,4,2
2,0,2,1,3,14,23,15
1,2,2,1,16,28,6,10
4,1,2,4,30,10,16,0
1,3,4,3,46,12,11,1
4,0,0,0,40,4,16,2
0,1,1,4,48,2,20,15
1,4,1,1,20,1,30,15
1,1,3,4,34,5,0,2
2,1,3,1,13,4,5,0
0,4,4,1,6,2,6,17
1,1,2,2,18,9,1,5
3,2,4,4,9,11,27,5
0,1,0,3,3,3,8,17
3,4,4,2,19,5,0,2
4,4,2,3,30,50,72,5
4,3,1,2,46,6,24,23
0,3,2,3,37,28,12,9
1,0,1,1,56,10,22,6
1,3,3,2,2,27,18,4
0,4,3,4,26,45,10,20
1,3,2,1,15,26,34,5
2,2,3,2,16,14,25,0
2,0,2,0,26,10,22,11
2,3,0,2,24,5,4,15
1,2,2,3,42,25,4,1
2,0,4,2,43,0,3,18
2,4,1,1,0,15,25,16
4,3,0,3,19,4,13,3
1,1,4,3,27,12,13,3
0,3,3,3,5,0,14,16
4,0,3,2,10,29,0,0
3,2,1,2,17,2,24,2
1,0,1,1,14,1,9,9
3,0,2,3,57,7,4,9
0,3,2,2,14,23,9,1
2,3,0,3,14,24,12,2
3,1,2,1,23,2,0,12
0,1,3,0,35,0,5,0
1,0,2,4,19,13,5,8
2,2,0,3,22,12,1,0
4,4,4,4,47,0,0,0
2,4,2,0,33,35,18,11
1,1,4,1,17,3,18,9
3,1,0,0,1,0,28,17
3,1,3,0,25,17,5,0
1,2,2,2,21,1,16,5
0,3,3,2,15,8,2,9
1,3,1,1,39,11,27,7
4,3,0,4,51,3,2,0
2,3,2,0,16,19,1,6
3,2,0,2,33,33,5,13
4,3,3,1,6,13,14,27
3,3,0,4,1,16,29,8
4,2,0,2,54,0,1,0
1,2,3,2,20,4,25,1
0,4,4,2,21,2,0,0
4,4,4,4,33,17,6,7
1,1,1,4,9,26,5,28
3,2,1,1,4,2,6,0
4,2,3,3,22,37,20,5
2,3,3,1,43,19,16,9
4,0,2,3,9,8,22,9
0,1,1,2,0,10,1,1
0,1,2,4,35,11,15,1
2,3,3,0,8,44,1,1
3,1,3,3,43,25,2,2
2,3,0,3,70,3,1,3
1,2,4,2,26,2,6,19
2,3,3,3,36,3,19,0
3,4,2,3,48,28,13,0
0,0,0,4,43,1,9,2
0,3,1,2,59,42,8,11
1,1,2,0,21,35,21,8
2,0,0,2,9,1,30,4
4,4,1,3,27,15,5,7
0,0,2,1,56,13,10,16
2,1,1,4,2,5,0,5
0,3,4,2,42,5,15,25
0,3,0,3,12,0,5,4
1,0,1,4,13,26,7,3
1,1,0,0,45,40,7,2
4,4,3,2,3,45,7,3
3,2,4,2,50,8,38,0
0,2,0,0,47,1,16,2
3,0,2,0,10,6,40,3
2,1,1,2,41,4,16,3
2,4,2,1,5,29,20,6
4,0,2,4,13,6,19,7
4,4,2,4,26,6,13,3
2,3,1,3,37,1,41,13
4,0,1,1,3,11,17,10
3,3,4,1,40,6,8,16
2,4,2,1,65,4,0,7
2,0,4,2,58,4,8,2
4,4,3,0,7,28,9,6
3,4,0,2,74,2,2,0
4,3,2,2,52,19,0,1
4,2,2,1,34,17,6,13
4,1,4,2,33,15,3,3
1,2,1,2,6,8,24,26
0,4,2,3,0,10,5,7
2,1,3,3,16,9,5,4
2,3,3,0,9,0,3,1
1,4,1,3,27,4,0,3
0,0,1,1,49,30,10,10
1,2,3,4,21,5,25,0
4,2,0,2,15,1,5,7
1,4,1,3,22,46,6,4
2,4,3,2,7,8,14,2
3,0,4,1,1,27,0,13
4,2,2,3,3,24,14,13
0,2,1,1,67,14,24,15
4,0,2,0,36,2,4,10
0,3,4,1,46,4,1,15
0,2,1,2,35,3,18,1
2,1,3,0,14,2,3,10
0,2,3,1,5,33,10,17
3,0,2,0,43,6,56,14
2,3,2,3,47,13,3,14
0,0,3,1,15,5,14,11
1,1,3,2,62,4,37,14
3,4,4,1,57,12,14,10
1,2,2,4,8,26,13,2
2,4,4,2,0,7,16,2
2,2,4,1,38,25,12,1
1,2,4,3,33,25,37,9
3,3,1,1,5,10,4,7
0,4,1,4,11,3,7,5
4,3,1,0,5,29,26,3
0,3,3,3,38,2,6,7
0,4,1,4,11,19,12,6
0,1,3,4,21,17,1,9
1,1,3,0,47,4,51,13
0,0,4,0,6,1,17,2
1,4,3,4,19,21,11,3
3,0,4,3,58,42,9,16
2,4,4,1,56,36,17,5
3,0,2,0,3,11,23,3
0,4,3,2,15,26,9,3
3,1,4,3,29,18,3,1
0,3,1,0,26,7,13,1
4,3,1,1,6,15,3,11
4,2,0,0,60,5,15,0
1,0,4,1,5,8,0,12
0,0,2,1,19,6,13,10
3,1,3,0,50,15,40,3
1,4,3,3,6,3,8,12
2,0,0,2,33,30,12,2
1,3,3,2,6,11,4,6
0,1,1,4,8,22,35,11
2,1,2,0,43,11,3,10
3,4,0,0,18,26,14,6
2,4,0,1,31,14,6,21
2,4,3,1,0,9,2,2
1,4,0,0,44,16,29,2
0,4,4,3,86,17,14,8
2,0,4,2,20,9,21,7
3,1,2,2,60,7,14,3
2,2,2,3,26,2,25,0
4,1,4,1,52,1,18,2
0,0,2,2,24,14,18,1
1,2,0,2,24,0,3,1
1,1,4,3,18,2,12,21
2,4,0,3,13,10,0,24
0,1,0,4,54,6,7,4
0,0,3,1,20,12,12,0
4,0,4,2,36,6,27,16
0,3,1,4,55,0,30,2
3,0,2,1,12,2,13,7
1,0,0,0,63,16,11,15
2,1,2,3,106,5,21,5
2,0,4,2,44,14,5,13
2,0,2,2,7,14,71,18
2,4,4,4,21,13,8,18
3,4,2,2,45,18,5,0
1,0,1,3,48,1,2,14
2,2,4,0,73,39,7,6
2,3,4,4,27,0,9,4
4,0,0,2,48,26,16,17
1,2,0,0,1,18,5,4
3,0,2,4,41,26,38,6
4,3,1,2,11,5,44,3
3,1,1,3,64,4,7,29
2,2,2,2,28,12,1,8
1,4,1,4,0,25,10,2
3,4,2,4,21,9,1,28
1,3,4,0,25,19,7,14
2,2,4,1,31,2,0,18
1,2,4,0,10,0,31,17
4,2,0,3,15,17,8,3
4,2,0,2,65,3,33,18
3,0,3,2,35,3,29,2
2,3,1,4,22,12,20,7
0,0,1,1,67,3,52,2
2,0,3,0,25,19,37,0
1,2,3,3,11,4,3,0
3,0,4,3,4,2,8,5
3,2,3,4,19,0,34,32
1,1,1,0,27,5,2,23
2,1,3,4,1,3,10,0
1,4,1,3,72,27,14,2
4,1,1,1,24,16,8,6
0,4,0,2,25,16,9,15
2,3,1,2,17,3,17,6
0,4,0,2,41,0,9,12
3,0,3,4,20,7,18,10
1,1,3,1,31,0,0,8
0,0,3,3,29,5,14,8
3,1,3,2,14,2,13,0
4,4,0,1,11,9,32,3
0,3,3,2,46,36,20,35
1,3,2,4,19,2,3,1
0,4,4,1,41,2,1,0
3,0,3,0,28,10,14,1
3,3,2,0,7,6,6,8
1,3,4,3,16,36,21,4
0,0,0,1,18,52,17,8
3,1,1,3,17,1,19,18
2,0,1,1,55,17,3,2
3,0,4,4,61,1,60,0
2,0,2,0,61,19,10,0
1,2,1,4,21,42,0,0
4,3,4,4,13,1,2,11
4,3,1,3,42,6,26,2
2,1,2,4,53,18,12,3
3,3,2,3,5,13,11,6
2,3,2,1,28,21,11,8
4,3,0,0,45,4,33,0
0,0,2,0,51,5,17,2
4,0,1,0,9,9,9,12
4,0,2,2,0,6,11,13
3,1,3,3,53,38,6,6
3,2,3,0,42,0,27,5
0,2,1,2,6,11,0,4
4,3,4,4,15,4,22,1
2,4,3,2,39,16,35,1
1,3,4,1,55,18,1,6
2,1,4,0,59,20,21,9
3,3,0,3,36,14,2,11
0,2,1,3,20,3,22,37
4,0,3,4,11,14,8,4
3,0,1,1,33,17,15,0
3,2,2,0,11,6,8,5
4,1,4,0,49,38,20,10
0,1,0,2,31,14,3,8
3,1,1,2,46,13,26,3
3,1,2,1,21,0,18,11
2,0,2,1,9,50,9,3
2,2,3,4,21,9,5,41
3,0,2,1,58,51,0,3
0,4,0,0,22,22,10,14
0,4,4,2,22,7,30,24
1,1,3,1,28,3,11,6
2,4,0,1,35,7,14,10
2,1,0,2,31,22,10,6
3,1,4,0,38,6,4,2
0,3,2,3,21,25,14,3
1,3,4,4,32,27,2,5
4,3,4,2,32,5,25,16
3,3,3,1,20,1,13,10
3,0,0,2,36,10,9,4
1,3,0,0,38,4,15,13
1,4,2,3,35,15,11,16
4,1,2,2,12,19,20,2
4,0,3,4,28,14,0,13
4,2,2,1,10,21,3,8
3,3,4,2,64,6,6,16
4,1,2,0,3,30,37,9
2,3,3,0,7,2,22,0
2,0,2,1,57,13,30,2
4,2,0,0,30,22,33,6
1,0,4,1,8,29,21,0
1,0,1,0,9,46,29,13
4,3,1,2,8,11,24,5
4,0,3,1,2,20,0,15
1,3,2,2,12,5,10,2
1,2,0,4,37,20,23,0
3,2,0,4,27,16,5,10
0,2,4,3,0,0,3,7
0,0,2,2,22,2,11,7
2,4,0,0,24,2,22,6
0,1,1,2,36,52,34,1
3,0,2,1,20,21,11,0
3,1,3,2,19,36,18,3
0,3,4,4,7,2,3,4
3,1,2,1,19,29,20,4
1,1,3,0,40,2,8,9
0,3,3,0,24,11,7,10
1,2,1,1,25,0,11,7
3,1,2,0,25,14,1,12
3,1,0,1,36,35,16,7
4,0,1,3,8,8,46,9
0,0,4,2,43,13,14,8
2,2,2,2,40,21,37,2
0,2,3,4,10,4,13,0
1,2,3,2,55,46,8,0
1,4,1,0,54,0,0,17
1,1,4,0,70,0,18,3
3,0,4,2,51,8,41,13
0,3,1,3,35,12,8,16
1,1,4,1,54,5,14,6
4,2,1,3,42,7,26,0
3,2,3,3,54,19,3,0
2,0,0,4,56,0,7,5
0,3,0,2,8,4,5,1
0,2,1,3,8,48,1,0
2,1,1,2,47,5,23,4
2,0,2,3,22,11,44,18
4,2,3,3,22,1,8,10
1,1,2,3,10,2,2,4
4,2,0,2,18,7,21,8
3,1,2,3,0,15,1,12
2,4,1,0,56,11,33,6
0,2,4,0,40,26,13,1
0,1,0,2,48,27,23,3
3,0,1,1,15,8,2,1
0,1,2,1,56,25,14,28
3,1,2,2,6,3,3,5
0,2,0,3,19,14,11,9
2,1,4,0,14,1,23,11
0,4,0,4,31,52,35,1
2,0,1,0,0,7,10,6
0,3,2,0,36,3,15,0
4,3,3,2,71,1,9,0
3,1,0,1,68,13,1,5
0,1,3,1,15,12,22,6
1,1,0,3,10,13,23,4
2,0,2,0,19,17,16,3
2,4,0,2,16,5,9,4
4,3,3,0,98,22,1,2
0,0,0,3,14,38,2,1
1,1,4,4,16,15,0,10
4,4,3,4,4,20,7,8
1,2,3,4,54,2,26,6
0,2,2,4,35,12,8,7
1,0,4,4,43,7,25,7
0,0,4,0,10,34,18,0
2,0,1,1,39,2,33,0
1,0,0,0,14,14,42,28
2,3,3,2,99,0,14,1
4,1,1,4,7,4,9,7
0,3,4,0,72,21,19,1
1,2,3,0,5,11,6,1
0,0,0,3,81,40,45,3
0,0,1,0,40,19,20,3
4,4,2,4,8,3,3,4
4,1,2,1,23,18,5,1
2,4,1,1,76,1,0,1
1,1,1,3,93,25,32,0
4,3,3,3,32,54,15,14
3,1,0,4,26,1,0,7
3,2,2,2,50,12,2,8
4,3,3,4,38,3,21,4
2,1,4,2,10,3,16,5
0,1,3,3,45,3,55,9
1,2,4,1,33,4,20,6
3,4,3,4,1,3,9,5
3,3,3,4,10,7,11,20
2,1,0,0,60,24,28,2
3,4,0,0,4,12,54,0
2,1,4,0,31,26,1,10
0,3,3,4,13,3,0,1
4,4,4,2,3,0,24,12
0,1,4,1,12,5,5,8
3,2,1,1,51,4,1,5
0,4,3,1,69,3,1,6
1,2,4,1,26,11,12,5
2,2,3,3,59,25,11,17
